player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Luguentz Dort,OKC,3.5,2.8,7,,16.7,highest_value
Saddiq Bey,NOP,4.5,1.3,136,,15.0,highest_value
Yves Missi,NOP,2.7,3.0,1,,13.5,highest_value
Daniss Jenkins,DET,2.9,2.6,4,,13.3,highest_value
Moses Moody,GSW,3.2,2.1,48,,13.3,highest_value
Malik Monk,SAC,3.3,2.0,14,,13.1,highest_value
Danny Wolf,BKN,2.6,3.0,19,,12.8,highest_value
Dillon Brooks,PHX,3.8,1.2,151,,12.2,highest_value
Kasparas Jakucionis,MIA,2.4,3.0,3,,11.8,highest_value
Cade Cunningham,DET,5.3,0.2,961,,11.6,highest_value
Immanuel Quickley,TOR,4.2,0.7,77,,11.5,highest_value
Jaime Jaquez Jr.,MIA,3.5,1.2,59,,11.3,highest_value
Nique Clifford,SAC,2.2,3.0,4,,11.1,highest_value
