player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Ousmane Dieng,MIL,5.2,3.0,51,,26.1,highest_value
Jaxson Hayes,LAL,4.0,3.0,53,,19.9,highest_value
Donovan Clingan,POR,5.9,1.0,958,,18.2,highest_value
Jrue Holiday,POR,5.9,1.0,104,,17.7,highest_value
Kyle Filipowski,UTA,3.5,2.3,117,,15.0,highest_value
Brice Sensabaugh,UTA,3.2,2.4,136,,14.0,highest_value
Bobby Portis,MIL,3.8,1.6,575,,13.8,highest_value
AJ Green,MIL,2.9,2.5,26,,13.3,highest_value
LeBron James,LAL,5.2,0.5,3800,,13.1,highest_value
John Konchar,UTA,2.7,3.0,1,,13.0,highest_value
Rui Hachimura,LAL,2.8,2.2,106,,11.9,highest_value
Svi Mykhailiuk,UTA,2.3,3.0,59,,11.4,highest_value
Max Christie,DAL,2.9,1.9,315,,11.3,highest_value
Luke Kennard,LAL,2.2,3.0,241,,11.0,highest_value
Marcus Smart,LAL,2.4,2.5,77,,10.8,highest_value
Isaiah Collier,UTA,2.9,1.5,3100,,10.4,highest_value
Isaiah Joe,OKC,2.3,2.5,243,,10.4,highest_value
