player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Kasparas Jakucionis,MIA,5.0,3.0,3,,24.9,highest_value
Yanic Konan Niederhauser,LAC,2.9,3.0,1,,14.6,highest_value
Trayce Jackson-Davis,TOR,2.8,3.0,3,,14.2,highest_value
Scottie Barnes,TOR,5.6,0.5,933,,13.9,highest_value
Myron Gardner,MIA,2.7,3.0,3,,13.4,highest_value
Kawhi Leonard,LAC,5.9,0.2,2200,,13.0,highest_value
Simone Fontecchio,MIA,2.6,3.0,68,,13.0,highest_value
Baylor Scheierman,BOS,2.6,3.0,5,,12.9,highest_value
Kel'el Ware,MIA,3.6,1.4,87,,12.3,highest_value
Bam Adebayo,MIA,4.5,0.7,444,,12.3,highest_value
Jamir Watkins,WSH,2.4,3.0,3,,11.4,highest_value
Jose Alvarado,NY,2.3,2.9,17,,11.4,highest_value
Jalen Brunson,NY,4.9,0.3,1200,,11.3,highest_value
