player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Toumani Camara,,6.6,1.6,87,1,23.6,highest_value
Daniss Jenkins,,5.1,2.6,160,1,23.3,highest_value
Brook Lopez,,4.1,3.0,12,1,20.6,highest_value
Ja'Kobe Walter,,4.0,3.0,9,1,19.9,highest_value
Ace Bailey,,5.1,1.9,544,1,19.8,highest_value
Alperen Sengun,,7.8,0.5,279,1,19.4,highest_value
Jaylin Williams,,4.1,2.6,5,1,18.7,highest_value
Gary Payton II,,3.7,3.0,33,1,18.7,highest_value
Kobe Sanders,,3.6,3.0,3,1,17.9,highest_value
Daniel Gafford,,4.5,2.0,14,1,17.8,highest_value
Sandro Mamukelashvili,,4.2,1.9,24,1,16.3,highest_value
Collin Sexton,,4.3,1.8,4,1,16.3,highest_value
Kris Murray,,3.3,3.0,1,1,16.3,highest_value
Tristan da Silva,,3.6,2.5,9,1,16.3,highest_value
Leonard Miller,,3.2,3.0,5,1,15.9,highest_value
Moses Moody,,4.0,1.9,5,1,15.6,highest_value
Gradey Dick,,3.1,3.0,1,1,15.6,highest_value
