player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Harrison Barnes,SAC,5.1,1.8,3,1,19.5,highest_value
Mikal Bridges,NYK,7.2,0.6,268,1,18.6,highest_value
Rudy Gobert,MIN,5.4,1.3,15,1,18.0,highest_value
Pat Spencer,GSW,3.5,3.0,9,1,17.3,highest_value
Cam Spencer,MEM,4.0,2.3,7,1,17.1,highest_value
Trey Murphy III,NOP,5.5,0.8,168,1,15.3,highest_value
Naz Reid,MIN,4.5,1.4,30,1,15.3,highest_value
Toumani Camara,POR,3.8,1.6,32,1,13.6,highest_value
Vince Williams Jr.,MEM,3.4,2.0,12,1,13.6,highest_value
Anthony Edwards,MIN,5.7,0.3,2100,1,13.1,highest_value
Immanuel Quickley,TOR,4.7,0.8,263,1,13.1,highest_value
Marvin Bagley III,WSH,2.6,2.6,53,1,12.8,highest_value
Derik Queen,NOP,3.5,1.6,100,1,12.5,highest_value
Jaylen Brown,BOS,5.4,0.3,1100,1,12.4,highest_value
