player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Luke Kennard,ATL,4.0,3.0,3,,19.8,highest_value
Landry Shamet,NY,3.9,3.0,2,,19.7,highest_value
Shai Gilgeous-Alexander,OKC,8.9,,5500,,17.8,highest_value
Micah Peavy,NO,3.6,3.0,1,,17.3,highest_value
Dylan Cardwell,SAC,3.0,2.9,9,,14.7,highest_value
Sandro Mamukelashvili,TOR,3.7,1.8,508,,14.4,highest_value
Kenrich Williams,OKC,2.8,3.0,6,,14.1,highest_value
Luguentz Dort,OKC,2.8,2.8,32,,13.4,highest_value
Sam Hauser,BOS,2.9,2.5,37,,13.1,highest_value
Jamal Shead,TOR,2.8,2.4,77,,12.4,highest_value
Miles McBride,NY,3.4,1.6,6,,12.1,highest_value
Jarace Walker,IND,2.6,3.0,3,,11.9,highest_value
Ja Morant,MEM,4.1,0.8,222,,11.6,highest_value
