player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Santi Aldama,MEM,7.2,1.3,20,1,23.6,highest_value
Cooper Flagg,DAL,7.9,0.9,230,1,22.9,highest_value
Kyle Filipowski,UTA,4.7,2.3,21,1,20.3,highest_value
Tyler Kolek,NYK,3.9,3.0,77,1,19.7,highest_value
Tyus Jones,SAC,3.9,3.0,1,1,17.7,highest_value
Craig Porter Jr.,HOU,3.6,2.9,1,1,17.7,highest_value
Sam Merrill,CLE,4.6,1.7,1,1,16.9,highest_value
Anthony Black,ORL,4.5,1.6,39,1,16.3,highest_value
Jalen Duren,DET,5.8,0.7,93,1,16.2,highest_value
Thomas Bryant,UTA,3.2,3.0,2,1,16.0,highest_value
Precious Achiuwa,NYK,3.4,3.0,1,1,15.8,highest_value
Kawhi Leonard,LAC,6.5,0.4,84,1,15.7,highest_value
Taylor Hendricks,UTA,3.3,3.0,1,1,15.7,highest_value
GG Jackson II,MEM,3.1,3.0,2,1,15.3,highest_value
