player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Cam Spencer,MEM,5.5,1.6,67,1,19.9,highest_value
Justin Champagnie,WAS,3.6,2.8,9,1,17.4,highest_value
Julian Champagnie,TOR,4.2,2.0,34,1,16.8,highest_value
Trey Murphy III,NOP,6.2,0.7,333,1,16.6,highest_value
Jay Huff,GSW,3.7,2.3,8,1,15.8,highest_value
Craig Porter Jr.,CLE,2.9,2.7,7,1,13.8,highest_value
LeBron James,LAL,5.3,0.5,179,1,13.4,highest_value
CJ McCollum,NOP,4.4,1.0,273,1,13.2,highest_value
Darius Garland,CLE,4.4,1.0,621,1,13.2,highest_value
Vince Williams Jr.,MEM,3.0,2.3,3,1,12.9,highest_value
Bilal Coulibaly,WAS,3.2,2.0,9,1,12.8,highest_value
Alexandre Sarr,WAS,4.5,0.8,36,1,12.7,highest_value
Jock Landale,MEM,3.3,1.8,4,1,12.6,highest_value
Jase Richardson,WAS,2.5,3.0,5,1,12.5,highest_value
