player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Josh Minott,MIN,3.5,2.6,1,1,16.0,highest_value
Kon Knueppel,BKN,4.9,1.1,251,1,15.7,highest_value
Ivica Zubac,LAC,5.5,0.8,153,1,15.5,highest_value
Anfernee Simons,BOS,4.0,1.9,4,1,15.4,highest_value
Trendon Watford,PHI,3.8,2.0,1,1,15.1,highest_value
Tyrese Martin,HOU,3.1,3.0,1,2,14.8,highest_value
Shai Gilgeous-Alexander,OKC,7.3,,4600,1,14.5,highest_value
Jamal Shead,TOR,3.0,2.8,2,1,14.5,highest_value
Andre Drummond,PHI,3.7,1.8,10,1,13.9,highest_value
Donovan Mitchell,CLE,6.3,0.2,592,1,13.8,highest_value
Kel'el Ware,MIA,4.1,1.3,41,1,13.6,highest_value
Jaylen Brown,BOS,5.5,0.4,375,1,13.3,highest_value
Jalen Johnson,ATL,5.4,0.3,496,1,12.9,highest_value
Luka Doncic,LAL,4.7,,12200,1,,most_popular
Shai Gilgeous-Alexander,OKC,7.3,,10100,1,,most_popular
Tyrese Maxey,PHI,3.5,,5500,1,,most_popular
James Harden,CLE,2.4,0.1,5400,2,,most_popular
Lauri Markkanen,UTA,2.9,0.3,4600,2,,most_popular
Donovan Mitchell,CLE,6.3,0.2,4400,4,,most_popular
Devin Booker,PHX,3.8,0.4,4000,3,,most_popular
Deni Avdija,POR,1.2,0.5,3300,3,,most_popular
Jalen Johnson,ATL,5.4,0.3,3200,2,,most_popular
Franz Wagner,ORL,2.5,0.5,3000,3,,most_popular
Kon Knueppel,BKN,4.9,1.1,2900,5,,most_popular
Michael Porter Jr,DEN,3.4,0.5,2800,3,,most_popular
Jaylen Brown,BOS,5.5,0.4,2700,3,,most_popular
Austin Reaves,LAL,3.0,0.2,2600,2,,most_popular
