player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Trendon Watford,PHI,4.4,3.0,1,1,22.2,highest_value
Kon Knueppel,CHA,4.3,2.6,9,1,19.7,highest_value
Jake LaRavia,MEM,5.4,1.6,66,1,19.3,highest_value
Collin Murray-Boyles,TOR,3.4,3.0,1,1,17.2,highest_value
Quentin Grimes,PHI,5.0,1.1,34,1,15.5,highest_value
Jaxson Hayes,LAL,3.0,3.0,24,1,14.9,highest_value
Jaylin Williams,OKC,2.9,3.0,6,1,14.5,highest_value
Donovan Mitchell,CLE,6.0,0.4,112,1,14.4,highest_value
Sion James,CHA,3.0,3.0,1,2,14.3,highest_value
Isaiah Hartenstein,OKC,4.2,1.4,32,1,14.2,highest_value
Miles Bridges,CHA,4.5,0.8,358,2,13.4,highest_value
Pelle Larsson,MIA,2.7,3.0,21,1,13.4,highest_value
Kelly Oubre Jr.,PHI,4.3,1.1,34,1,13.3,highest_value
Josh Hart,NY,2.7,3.0,11,1,13.3,highest_value
