player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Terrence Shannon Jr.,CHI,5.5,3.0,4,1,27.6,highest_value
Goga Bitadze,ORL,4.0,3.0,3,1,20.2,highest_value
Chet Holmgren,OKC,6.4,0.8,72,1,18.0,highest_value
Jericho Sims,,3.6,3.0,18,1,17.9,highest_value
Carter Bryant,SA,3.3,3.0,2,1,16.6,highest_value
John Poulakidas,,3.4,3.0,2,2,16.3,highest_value
Jonathan Kuminga,GS,4.1,2.0,3,1,16.2,highest_value
Taylor Hendricks,MEM,3.0,3.0,16,1,15.1,highest_value
Ron Holland II,DET,3.1,3.0,2,2,15.0,highest_value
Marvin Bagley III,,3.7,1.9,30,1,14.6,highest_value
Duncan Robinson,MIA,3.5,2.0,4,1,14.1,highest_value
Devin Booker,PHX,5.6,0.5,649,1,13.9,highest_value
Dillon Brooks,HOU,4.3,1.2,24,1,13.8,highest_value
Donovan Mitchell,CLE,5.7,0.3,98,1,13.2,highest_value
Lucas Williamson,,2.6,3.0,19,1,13.0,highest_value
Bruce Brown,,2.7,2.8,4,1,12.8,highest_value
Toumani Camara,POR,3.6,1.5,158,1,12.7,highest_value
