player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Al Horford,GS,5.3,2.2,2,,22.1,highest_value
LaMelo Ball,CHA,8.4,0.6,154,,21.7,highest_value
Khris Middleton,DAL,4.6,2.3,1,,19.8,highest_value
Cason Wallace,OKC,4.5,2.3,172,,19.3,highest_value
Gui Santos,GS,3.8,3.0,122,,19.2,highest_value
Moses Moody,GS,4.4,2.0,9,,17.4,highest_value
Immanuel Quickley,TOR,6.1,0.8,26,,17.0,highest_value
Desmond Bane,ORL,6.1,0.8,323,,17.0,highest_value
Jarace Walker,IND,3.7,2.5,83,,16.8,highest_value
Brandin Podziemski,GS,4.7,1.5,8,,16.3,highest_value
Isaiah Joe,OKC,3.7,2.4,23,,16.3,highest_value
Nikola Jokić,DEN,7.3,,3700,,14.5,highest_value
P.J. Washington,DAL,4.1,1.5,8,,14.4,highest_value
