player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Jose Alvarado,NOP,4.4,3.0,3,1,22.1,highest_value
Jaylen Wells,MEM,4.3,2.6,8,1,19.8,highest_value
Josh Hart,NYK,5.4,1.5,20,1,18.8,highest_value
Reed Sheppard,HOU,5.2,1.4,23,1,17.8,highest_value
AJ Green,MIL,3.6,2.7,9,1,17.0,highest_value
Mark Williams,LAC,5.0,1.3,18,1,16.6,highest_value
Will Richard,GSW,3.2,3.0,11,1,15.9,highest_value
Saddiq Bey,ORL,4.0,1.8,22,1,15.1,highest_value
Terrence Shannon Jr.,CHI,3.0,3.0,2,1,15.1,highest_value
Jaren Jackson Jr.,MEM,4.3,1.4,33,1,14.7,highest_value
Miles McBride,NYK,3.3,2.4,7,1,14.6,highest_value
De'Aaron Fox,SAC,5.7,0.5,445,1,14.3,highest_value
Collin Gillespie,PHX,4.1,1.4,263,1,14.0,highest_value
Deni Avdija,POR,5.5,0.5,752,1,13.8,highest_value
