player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Paul Reed,DET,6.3,3.0,19,1,31.5,highest_value
Craig Porter Jr.,CLE,5.2,3.0,9,1,26.2,highest_value
Daniss Jenkins,DET,4.7,3.0,59,1,23.3,highest_value
Nikola Jokic,DEN,10.4,0,6400,1,20.8,highest_value
Shaedon Sharpe,POR,5.9,1.4,25,1,19.9,highest_value
Derik Queen,NOP,4.3,2.4,11,1,18.7,highest_value
Stephen Curry,GSW,6.9,0.5,274,1,17.2,highest_value
Jimmy Butler III,OKC,6.1,0.7,68,1,16.3,highest_value
Caris LeVert,DET,3.2,3.0,19,1,16.0,highest_value
Saddiq Bey,NOP,3.6,2.4,2,1,15.7,highest_value
Brandon Williams,DAL,3.1,3.0,104,1,15.6,highest_value
Ryan Kalkbrenner,CHA,4.1,1.7,7,1,15.1,highest_value
Jalen Johnson,ATL,5.4,0.7,90,1,14.5,highest_value
Payton Pritchard,BOS,4.7,1.1,37,1,14.5,highest_value
Luka Doncic,LAL,2.8,0,14400,1,5.6,most_popular
Shai Gilgeous-Alexander,OKC,5.2,0,12000,1,10.4,most_popular
Victor Wembanyama,SAS,5.2,0.1,11000,1,10.92,most_popular
Devin Booker,PHX,3.9,0.4,4300,3,7.8,most_popular
Jalen Brunson,NYK,3.6,0.3,3700,5,5.4,most_popular
Alperen Sengun,HOU,3.5,0.3,3600,2,7.35,most_popular
Paolo Banchero,ORL,1.2,0.6,3400,3,2.64,most_popular
Austin Reaves,LAL,1.1,0.1,3100,2,2.09,most_popular
James Harden,CLE,3.2,0.3,2900,2,6.72,most_popular
Jaylen Brown,BOS,3.5,0.4,2900,5,5.6,most_popular
Kevin Durant,HOU,3.6,0.7,2600,5,6.84,most_popular
Jaime Jaquez Jr.,MIA,1.9,0.7,2300,3,4.37,most_popular
Alexandre Sarr,WAS,3.8,0.7,2200,3,8.74,most_popular
Tyrese Proctor,CLE,1.4,3.0,432,5,5.04,most_drafted_3x
Javonte Green,DET,0.8,3.0,386,5,3.36,most_drafted_3x
LaMelo Ball,CHA,2.8,2.5,,2,12.04,winning_drafts
Ryan Rollins,MIL,4.2,0.8,,1,11.76,winning_drafts
Bobby Portis,MIL,1.9,2.8,,2,8.74,winning_drafts
Matas Buzelis,CHI,3.0,1.8,,5,9.0,winning_drafts
