player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Malik Monk,SAC,5.2,2.2,8,1,21.7,highest_value
DeMar DeRozan,SAC,6.0,0.9,325,1,17.3,highest_value
Naji Marshall,DAL,4.6,1.6,71,1,16.5,highest_value
Moussa Diabate,CHA,4.2,1.8,67,1,15.9,highest_value
Collin Murray-Boyles,SAS,3.0,2.6,127,1,14.4,highest_value
Jay Huff,CLE,3.4,2.2,62,1,14.3,highest_value
Cooper Flagg,NOP,4.8,0.8,1400,1,13.5,highest_value
Nae'Qwan Tomlin,CLE,2.7,3.0,1,1,13.5,highest_value
Luka Doncic,DAL,6.7,0.0,6400,1,13.4,highest_value
James Harden,LAC,5.6,0.3,931,1,13.0,highest_value
Klay Thompson,DAL,2.7,2.7,13,1,12.7,highest_value
Jusuf Nurkic,PHX,3.8,1.3,192,1,12.5,highest_value
Keyonte George,UTA,5.0,0.5,516,1,12.5,highest_value
Tyrese Maxey,PHI,5.8,0.0,2800,1,12.2,highest_value
