player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Luke Kennard,MEM,4.1,3.0,3,1,20.3,highest_value
Collin Murray-Boyles,SAS,4.1,2.8,111,1,19.8,highest_value
Zeke Nnaji,DEN,3.7,3.0,7,1,18.3,highest_value
Goga Bitadze,ORL,3.8,2.6,15,1,17.5,highest_value
Anthony Black,ORL,5.4,1.2,100,1,17.2,highest_value
Tim Hardaway Jr.,DET,3.8,2.0,6,1,15.0,highest_value
Jalen Pickett,IND,2.9,3.0,28,1,14.3,highest_value
Royce O'Neale,PHX,3.7,1.9,3,1,14.3,highest_value
Caleb Love,CLE,3.0,2.7,16,1,14.2,highest_value
Tyrese Martin,PHI,3.1,3.0,1,3,14.1,highest_value
Jamal Shead,HOU,2.9,2.6,6,1,13.4,highest_value
Mitchell Robinson,NYK,3.2,2.1,1,1,13.2,highest_value
Amen Thompson,HOU,4.9,0.6,571,1,12.8,highest_value
Giannis Antetokounmpo,MIL,6.2,0.0,3000,1,12.3,highest_value
