player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Quenton Jackson,IND,5.6,3.0,2,1,28.2,highest_value
Aaron Nesmith,IND,4.4,2.6,39,1,20.6,highest_value
Jalen Duren,DET,5.9,1.4,164,1,20.2,highest_value
Miles Bridges,CHA,5.8,1.2,35,1,18.6,highest_value
Goga Bitadze,ORL,3.6,2.9,4,1,17.6,highest_value
Rudy Gobert,MIN,4.4,1.9,16,1,17.1,highest_value
D'Angelo Russell,LAL,4.3,2.0,31,1,17.0,highest_value
Kyle Kuzma,WSH,3.2,2.9,3,2,14.9,highest_value
AJ Green,MIL,2.9,3.0,6,1,14.7,highest_value
Cade Cunningham,DET,5.6,0.6,3100,1,14.7,highest_value
Tre Mann,CHA,2.9,3.0,1,1,14.3,highest_value
Max Christie,LAL,2.7,2.9,78,1,13.0,highest_value
Russell Westbrook,DEN,3.6,1.5,64,1,12.8,highest_value
Dennis Schroder,BKN,3.9,1.2,17,1,12.5,highest_value
