player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Sam Hauser,BOS,3.6,3.0,2,1,17.8,highest_value
Jordan Miller,MIA,3.5,3.0,2,1,17.6,highest_value
Ja'Kobe Walter,TOR,3.4,3.0,3,2,16.4,highest_value
Trey Murphy III,NOP,5.9,0.7,90,1,15.9,highest_value
Zion Williamson,NOP,6.0,0.6,36,1,15.5,highest_value
Dyson Daniels,ATL,5.1,1.0,109,1,15.3,highest_value
Derik Queen,CHA,4.5,1.3,173,1,14.9,highest_value
Kenrich Williams,OKC,2.9,3.0,5,1,14.7,highest_value
Peyton Watson,DEN,3.9,1.7,452,1,14.3,highest_value
Payton Pritchard,BOS,5.1,0.8,34,1,14.3,highest_value
Dillon Brooks,HOU,4.5,1.1,15,1,13.9,highest_value
Toumani Camara,POR,3.8,1.6,21,1,13.6,highest_value
Luguentz Dort,OKC,2.7,2.9,11,1,13.1,highest_value
LeBron James,LAL,5.1,0.5,120,1,12.7,highest_value
