player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Jock Landale,MEM,4.9,1.8,24,,18.5,highest_value
Sandro Mamukelashvili,TOR,4.4,2.0,93,,17.6,highest_value
Deandre Ayton,LAL,5.1,1.2,80,,16.2,highest_value
Jabari Smith Jr.,HOU,4.8,1.3,19,,16.0,highest_value
Collin Murray-Boyles,TOR,3.4,2.4,113,,15.0,highest_value
Ja Morant,MEM,5.1,0.9,83,,14.7,highest_value
Tidjane Salaün,CHA,2.9,3.0,1,,14.7,highest_value
Coby White,CHI,4.4,1.3,37,,14.4,highest_value
Yves Missi,NOP,2.8,3.0,2,,14.2,highest_value
Donovan Clingan,POR,4.4,1.1,97,,13.7,highest_value
Malik Monk,SAC,3.2,2.1,8,,13.2,highest_value
Jalen Smith,CHI,3.2,2.1,19,,12.9,highest_value
Russell Westbrook,SAC,4.3,1.0,780,,12.8,highest_value
