player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Moses Moody,GS,3.9,3.0,5,1,19.4,highest_value
Jose Alvarado,NO,3.7,3.0,2,1,18.4,highest_value
Derik Queen,NO,3.6,3.0,8,1,17.9,highest_value
Zaccharie Risacher,ATL,3.4,2.8,11,1,16.3,highest_value
Tristan da Silva,ORL,3.4,2.5,7,1,15.3,highest_value
Dyson Daniels,ATL,3.8,1.8,175,1,14.5,highest_value
Quinten Post,GS,2.9,3.0,9,1,14.3,highest_value
Tyrese Maxey,PHI,7.2,0.0,1800,1,14.3,highest_value
Joel Embiid,PHI,4.2,1.0,223,1,12.6,highest_value
Isaac Okoro,CLE,2.6,3.0,1,2,12.3,highest_value
Scottie Barnes,TOR,4.9,0.5,391,1,12.2,highest_value
Bogdan Bogdanovic,ATL,2.5,3.0,4,2,12.1,highest_value
Shai Gilgeous-Alexander,OKC,6.1,0.0,6600,1,12.1,highest_value
Josh Giddey,CHI,5.3,0.2,1000,1,11.8,highest_value
