player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
TJ McConnell,IND,5.1,1.9,45,1,19.7,highest_value
LaMelo Ball,CHA,6.8,0.6,848,1,17.8,highest_value
Jaden McDaniels,MIN,4.8,1.3,68,1,15.9,highest_value
Cooper Flagg,NOP,5.6,0.8,2100,1,15.7,highest_value
Klay Thompson,DAL,3.1,2.8,95,1,14.9,highest_value
Donte DiVincenzo,MIN,4.2,1.3,302,1,13.9,highest_value
Sam Merrill,CLE,3.6,1.7,9,1,13.3,highest_value
Brice Sensabaugh,IND,2.5,3.0,20,1,12.3,highest_value
Julius Randle,MIN,4.8,0.5,478,1,12.1,highest_value
Lauri Markkanen,UTA,4.7,0.4,1000,1,11.4,highest_value
Anthony Edwards,MIN,4.8,0.3,3800,1,11.1,highest_value
Cody Williams,UTA,2.2,3.0,1,1,11.0,highest_value
Miles Bridges,CHA,3.8,0.8,289,1,10.6,highest_value
Walter Clayton Jr.,CHA,2.1,3.0,12,1,10.6,highest_value
