player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Grayson Allen,PHX,8.7,1.2,33,1,27.9,highest_value
Vit Krejci,ATL,5.3,3.0,28,1,26.3,highest_value
CJ McCollum,NOP,6.1,1.6,18,1,22.0,highest_value
Cade Cunningham,DET,8.0,0.3,1100,1,19.2,highest_value
Marcus Smart,LAL,3.6,3.0,4,1,18.0,highest_value
Daniss Jenkins,ORL,4.1,3.0,2,5,17.1,highest_value
Cooper Flagg,SAS,4.8,1.5,61,1,16.9,highest_value
Miles Bridges,CHA,6.0,0.7,28,1,16.1,highest_value
Anthony Edwards,MIN,5.4,0.6,554,1,15.7,highest_value
Kon Knueppel,DAL,4.4,1.5,92,1,15.3,highest_value
Kyle Kuzma,WAS,3.7,2.1,4,1,15.1,highest_value
Kevin Huerter,CLE,4.0,1.6,2,1,14.6,highest_value
James Harden,CLE,6.0,0.4,659,1,14.5,highest_value
Cam Whitmore,CHI,2.9,3.0,1,1,14.4,highest_value
Kel'el Ware,MIA,3.7,1.9,39,1,14.4,highest_value
Victor Wembanyama,SAS,6.4,0.2,2200,1,14.2,highest_value
Javonte Green,DET,2.8,3.0,1,1,14.0,highest_value
Giannis Antetokounmpo,MIL,5.2,0,12800,1,10.4,most_popular
Luka Doncic,LAL,6.0,0,12600,1,12.0,most_popular
Devin Booker,PHX,2.3,0.3,5400,2,4.83,most_popular
Donovan Mitchell,CLE,5.2,0.1,5000,3,8.84,most_popular
Jalen Duren,DET,3.3,0.6,4500,3,7.26,most_popular
Paolo Banchero,ORL,4.1,0.6,3200,3,9.02,most_popular
Dyson Daniels,ATL,2.3,1.2,3200,4,5.98,most_popular
Deni Avdija,POR,3.7,0.6,3100,4,7.4,most_popular
Lauri Markkanen,UTA,3.5,0.4,2700,3,7.0,most_popular
Julius Randle,MIN,4.2,0.2,2300,4,6.72,most_popular
Evan Mobley,CLE,3.9,0.5,2100,3,8.19,most_popular
Franz Wagner,ORL,4.2,0.7,2100,4,8.82,most_popular
Ryan Rollins,SAS,3.7,0.8,1900,5,7.4,most_popular
Shaedon Sharpe,POR,3.8,1.5,,1,13.3,winning_drafts
Tre Jones,SAS,4.1,1.2,,1,13.12,winning_drafts
Joakim Nurkic,PHX,2.0,2.3,,4,7.4,winning_drafts
Royce O'Neale,NOP,2.7,1.4,,3,8.1,winning_drafts
Kristaps Porzingis,WAS,3.5,0.9,,4,8.05,winning_drafts
