player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Aaron Wiggins,OKC,3.8,2.2,114,1,17.1,highest_value
Pelle Larsson,MIA,3.0,3.0,2,1,15.2,highest_value
Ryan Rollins,MIL,4.7,1.2,16,1,15.0,highest_value
Alexandre Sarr,WSH,5.0,1.0,49,1,14.9,highest_value
Joel Embiid,PHI,4.0,1.4,96,1,13.7,highest_value
Marvin Bagley III,WSH,3.2,3.0,1,5,13.4,highest_value
Jaime Jaquez Jr.,MIA,4.4,1.0,54,1,13.1,highest_value
Tyrese Maxey,PHI,5.6,0.0,5300,1,12.9,highest_value
Giannis Antetokounmpo,MIL,6.2,0.0,8200,1,12.4,highest_value
Brandin Podziemski,GS,2.7,1.5,330,3,12.3,highest_value
Quentin Grimes,PHI,3.8,1.2,102,1,12.1,highest_value
Mikal Bridges,NY,4.6,0.6,227,1,12.1,highest_value
Landry Shamet,NY,2.5,3.0,2,2,11.9,highest_value
Andrew Wiggins,GS,3.0,1.8,35,1,11.6,highest_value
