player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Maxime Raynaud,SAC,4.0,3.0,272,1,20.1,highest_value
Tyler Kolek,NYK,4.0,3.0,37,1,20.0,highest_value
Isaiah Collier,UTA,4.2,2.5,2,1,19.1,highest_value
Brandon Miller,CHA,5.4,1.3,25,1,18.0,highest_value
Wendell Carter Jr.,ORL,4.7,1.6,1,1,16.9,highest_value
LaMelo Ball,CHA,6.5,0.6,7,1,16.8,highest_value
Kon Knueppel,BOS,5.6,1.0,183,1,16.8,highest_value
Luka Doncic,LAL,8.2,0.0,3200,1,16.4,highest_value
Kel'el Ware,MIA,4.7,1.4,10,1,16.1,highest_value
Herbert Jones,NOP,3.6,2.5,2,2,15.3,highest_value
Andrew Nembhard,IND,4.9,1.1,13,1,15.3,highest_value
Kevin Durant,PHX,5.6,0.7,57,1,15.2,highest_value
Sandro Mamukelashvili,SA,3.5,2.3,3,1,14.9,highest_value
Bobby Portis,MIL,3.8,1.9,14,1,14.9,highest_value
