player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Isaiah Stewart,DET,5.5,2.1,11,1,22.5,highest_value
Peyton Watson,DEN,5.2,1.8,109,1,19.7,highest_value
De'Anthony Melton,GSW,3.6,2.9,1,1,17.8,highest_value
Keldon Johnson,SAS,5.0,1.5,39,1,17.3,highest_value
Al Horford,OKC,3.4,2.9,1,1,16.9,highest_value
Mouhamed Gueye,ATL,3.2,3.0,2,1,16.1,highest_value
Egor Demin,UTA,3.8,2.2,11,1,15.9,highest_value
Daniss Jenkins,DET,3.4,2.6,180,1,15.5,highest_value
Zaccharie Risacher,ATL,3.6,2.3,1,1,15.5,highest_value
Ayo Dosunmu,CHI,4.4,1.5,26,1,15.4,highest_value
Noah Penda,NOP,3.0,3.0,1,1,15.1,highest_value
Jordan Goodwin,PHX,3.8,1.9,4,1,14.7,highest_value
Jamal Murray,DEN,6.4,0.2,420,1,14.2,highest_value
Paul George,PHI,4.4,1.2,4,1,14.1,highest_value
