player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Nick Smith Jr.,LAL,4.8,3.0,7,1,23.9,highest_value
Isaiah Stewart,DET,5.1,2.2,3,2,20.4,highest_value
Karl-Anthony Towns,NY,5.7,0.9,155,1,18.2,highest_value
Isaiah Jackson,IND,3.5,3.0,2,1,17.7,highest_value
Donte DiVincenzo,MIN,5.0,1.5,21,1,17.7,highest_value
Deandre Ayton,POR,4.9,1.4,38,1,16.6,highest_value
P.J. Washington,DAL,4.7,1.4,11,1,16.1,highest_value
Daniel Gafford,DAL,3.0,3.0,6,1,15.1,highest_value
Josh Hart,NY,3.0,3.0,10,1,15.0,highest_value
Nikola Jokic,DEN,7.5,0.0,5300,1,15.0,highest_value
Giannis Antetokounmpo,MIL,7.1,0.0,5000,1,14.3,highest_value
Rui Hachimura,LAL,3.7,1.6,241,1,13.9,highest_value
Nicolas Claxton,BKN,3.7,1.4,10,2,13.7,highest_value
Naz Reid,MIN,3.4,2.0,9,1,13.7,highest_value
