player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Bobby Portis,BOS,5.8,2.1,33,1,23.9,highest_value
Bryce McGowens,DEN,4.4,3.0,2,2,20.9,highest_value
Ivica Zubac,LAC,6.4,0.8,249,1,17.9,highest_value
Nikola Jokic,DEN,8.4,0,11800,1,16.9,highest_value
Kyle Kuzma,BOS,4.6,1.6,11,1,16.4,highest_value
Sidy Cissoko,SAS,3.3,3.0,4,1,16.3,highest_value
Jordan Walsh,BOS,3.9,2.0,63,1,15.6,highest_value
Jonas Valanciunas,DEN,2.8,2.9,77,1,13.6,highest_value
Amen Thompson,HOU,4.4,0.8,446,1,12.4,highest_value
Derik Queen,NOP,3.6,1.4,883,1,12.3,highest_value
Trey Murphy III,NOP,4.5,0.7,314,1,12.1,highest_value
Kevin Porter Jr.,BOS,5.2,0.3,267,1,12.0,highest_value
Kawhi Leonard,LAC,4.9,0.4,66,1,11.7,highest_value
Bruce Brown,DEN,2.3,3.0,48,1,11.7,highest_value
Maxime Raynaud,SAC,2.3,3.0,65,1,11.5,highest_value
Jeremiah Fears,UTA,3.0,1.7,43,1,11.1,highest_value
Jordan Poole,WAS,2.9,1.7,18,1,10.9,highest_value
