player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Landry Shamet,NYK,5.7,3.0,4,1,28.7,highest_value
Jordan Clarkson,UTA,4.4,3.0,18,1,21.8,highest_value
Kyle Kuzma,WAS,5.5,1.9,3,1,21.4,highest_value
Stephen Curry,GSW,8.9,0.4,1500,1,21.3,highest_value
James Harden,CLE,8.5,0.4,355,1,20.3,highest_value
Javonte Green,DET,3.9,3.0,2,1,19.6,highest_value
Bogdan Bogdanovic,ATL,4.3,2.4,1,1,18.9,highest_value
Karl-Anthony Towns,NYK,7.1,0.6,640,1,18.4,highest_value
Kon Knueppel,CHA,4.8,1.4,35,1,16.2,highest_value
Alperen Sengun,HOU,6.8,0.3,424,1,15.6,highest_value
De'Aaron Fox,SAS,4.8,1.1,94,1,15,highest_value
Josh Hart,NYK,3.6,2.1,21,1,14.9,highest_value
Deandre Ayton,POR,4.4,1.4,5,1,14.8,highest_value
Naji Marshall,DAL,3.7,2.0,13,1,14.7,highest_value
Luka Doncic,LAL,4.9,0,12400,1,9.8,most_popular
Victor Wembanyama,SAS,4.5,0.1,11600,1,9.45,most_popular
Giannis Antetokounmpo,MIL,7,0,9600,1,14.0,most_popular
Tyrese Maxey,PHI,4.1,0,6400,2,7.38,most_popular
Franz Wagner,ORL,3.2,0.6,3700,3,7.04,most_popular
Stephon Castle,SAS,2.7,0.6,3600,3,5.94,most_popular
Kevin Durant,HOU,4,0.7,3200,5,7.6,most_popular
Deni Avdija,POR,2.1,0.5,3100,3,4.41,most_popular
Jimmy Butler III,OKC,3,0.6,2700,3,5.4,most_popular
Austin Reaves,LAL,4,0.2,2400,2,8.0,most_popular
Caris LeVert,DET,2.9,3.0,369,5,12.18,most_drafted_3x
Buddy Hield,GSW,0.4,3.0,222,5,1.68,most_drafted_3x
Noah Clowney,BKN,1.9,3.0,211,5,7.98,most_drafted_3x
OG Anunoby,NYK,0.2,0.9,,2,0.54,winning_drafts
Mikal Bridges,NYK,4.4,0.7,,4,9.24,winning_drafts
Miles McBride,NYK,1.9,2.6,,3,7.98,winning_drafts
Mitchell Robinson,NYK,1.3,2.0,,4,4.42,winning_drafts
Daniss Jenkins,DET,3.1,2.0,,3,11.16,winning_drafts
Paul Reed,DET,2.7,2.9,,3,12.15,winning_drafts
