player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Quenton Jackson,IND,3.6,3.0,9,,18.1,highest_value
Victor Wembanyama,SAS,7.4,0.3,4000,,17.1,highest_value
Oso Ighodaro,PHX,3.2,3.0,4,,16.1,highest_value
Carter Bryant,SAS,3.0,3.0,10,,14.8,highest_value
Jalen Brunson,NYK,6.3,0.3,2000,,14.6,highest_value
Josh Hart,NYK,4.5,1.0,61,,13.6,highest_value
Pascal Siakam,IND,5.0,0.5,486,,12.4,highest_value
Naji Marshall,DAL,3.7,1.3,451,,12.2,highest_value
Andrew Nembhard,IND,4.3,0.8,410,,12.2,highest_value
Dylan Harper,SAS,3.1,1.8,189,,11.9,highest_value
Landry Shamet,NYK,2.4,2.9,20,,11.9,highest_value
Mikal Bridges,NYK,4.1,0.8,327,,11.5,highest_value
Harrison Barnes,SAS,2.6,2.3,69,,11.4,highest_value
