player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
OG Anunoby,NYK,5.3,1.0,482,1,15.8,highest_value
Mitchell Robinson,NYK,2.7,2.5,257,1,12.0,highest_value
Dylan Harper,NYK,3.2,1.6,576,1,11.6,highest_value
Tyler Kolek,NYK,2.3,3.0,111,1,11.6,highest_value
Jordan Clarkson,NYK,2.2,2.9,249,1,10.9,highest_value
Stephon Castle,SAS,3.8,0.7,1400,1,10.4,highest_value
Luke Kornet,NYK,2.6,1.8,184,1,10.0,highest_value
Harrison Barnes,SAS,2.3,1.6,285,1,8.2,highest_value
Josh Hart,NYK,2.7,1.0,657,1,8.2,highest_value
Jalen Brunson,NYK,3.3,0.2,7200,1,7.2,highest_value
Devin Vassell,SAS,2.1,1.3,565,1,7.0,highest_value
Karl-Anthony Towns,NYK,2.7,0.5,1400,1,6.8,highest_value
De'Aaron Fox,SAS,2.7,0.4,1000,1,6.6,highest_value
Victor Wembanyama,SAS,2.9,0.1,11500,1,6.2,highest_value
